"","V1","V2"
"250","PRN_ADNP","IPV2_FcgR3b"
"251","PRN_ADNP","PT_ADCP"
"252","PRN_ADNP","IPV2_IgG3"
"253","PRN_ADNP","PRN_ADCP"
"254","PRN_ADNP","PT_IgG"
"255","PRN_ADNP","PT_ADCD"
"256","DT_FcgR3b","IPV3_FcgR2a"
"257","DT_FcgR3b","TT_ADCD"
"258","DT_FcgR3b","IPV2_IgG4"
"259","DT_FcgR3b","PT_FcgR3b"
"260","DT_FcgR3b","FIM_IgG"
"261","DT_FcgR3b","TT_IgG2"
"262","DT_FcgR3b","IPV1_FcgR3b"
"263","DT_FcgR3b","FHA_FcgR3b"
"264","DT_FcgR3b","TT_FcgR3b"
"265","DT_FcgR3b","PRN_IgG3"
"266","DT_FcgR3b","IPV3_FcgR3b"
"267","DT_FcgR3b","PT_IgG2"
"268","DT_FcgR3b","ACT_IgG1"
"269","DT_FcgR3b","FIM_FcgR3b"
"270","DT_FcgR3b","PRN_IgG4"
"271","DT_FcgR3b","PRN_ADCD"
"272","DT_FcgR3b","DT_IgG"
"273","DT_FcgR3b","TT_IgG1"
"274","DT_FcgR3b","DT_IgG3"
"275","DT_FcgR3b","FHA_IgG1"
"276","DT_FcgR3b","FHA_ADCD"
"277","DT_FcgR3b","TT_FcgR2a"
"278","DT_FcgR3b","PT_IgG1"
"279","DT_FcgR3b","FIM_FcgR2a"
"280","DT_FcgR3b","IPV2_IgG1"
"281","DT_FcgR3b","PRN_FcgR3b"
"282","DT_FcgR3b","DT_IgG2"
"283","DT_FcgR3b","FIM_IgG2"
"284","DT_FcgR3b","TT_ADCP"
"285","DT_FcgR3b","TT_IgG"
"286","DT_FcgR3b","ACT_ADCD"
"287","DT_FcgR3b","DT_IgG4"
"288","DT_FcgR3b","FHA_IgG2"
"289","DT_FcgR3b","FHA_IgG3"
"290","DT_FcgR3b","IPV2_FcgR3b"
"291","DT_FcgR3b","IPV3_IgG1"
"292","DT_FcgR3b","IPV1_IgG1"
"293","DT_FcgR3b","PT_ADCP"
"294","DT_FcgR3b","IPV3_IgG3"
"295","DT_FcgR3b","IPV2_IgG3"
"296","DT_FcgR3b","DT_IgG1"
"297","DT_FcgR3b","PT_IgG"
"298","IPV3_FcgR2a","DT_FcgR2a"
"299","IPV3_FcgR2a","PT_FcgR3b"
"300","IPV3_FcgR2a","IPV2_ADCD"
"301","IPV3_FcgR2a","IPV1_FcgR3b"
"302","IPV3_FcgR2a","FIM_ADCD"
"303","IPV3_FcgR2a","FHA_FcgR3b"
"304","IPV3_FcgR2a","PRN_IgG"
"305","IPV3_FcgR2a","IPV3_FcgR3b"
"306","IPV3_FcgR2a","PRN_IgG4"
"307","IPV3_FcgR2a","IPV2_FcgR2a"
"308","IPV3_FcgR2a","IPV1_FcgR2a"
"309","IPV3_FcgR2a","TT_FcgR2a"
"310","IPV3_FcgR2a","IPV2_IgG1"
"311","IPV3_FcgR2a","PRN_FcgR3b"
"312","IPV3_FcgR2a","DT_IgG2"
"313","IPV3_FcgR2a","IPV3_IgG1"
"314","IPV3_FcgR2a","IPV3_IgG2"
"315","IPV3_FcgR2a","IPV3_IgG3"
"316","IPV3_FcgR2a","IPV2_IgG3"
"317","IPV3_FcgR2a","PT_ADCD"
"318","DT_FcgR2a","FHA_FcgR2a"
"319","DT_FcgR2a","TT_IgG2"
"320","DT_FcgR2a","TT_FcgR3b"
"321","DT_FcgR2a","PRN_IgG"
"322","DT_FcgR2a","ACT_IgG1"
"323","DT_FcgR2a","FIM_FcgR3b"
"324","DT_FcgR2a","DT_ADCD"
"325","DT_FcgR2a","TT_IgG1"
"326","DT_FcgR2a","DT_IgG3"
"327","DT_FcgR2a","TT_FcgR2a"
"328","DT_FcgR2a","FIM_FcgR2a"
"329","DT_FcgR2a","DT_IgG2"
"330","DT_FcgR2a","DT_IgG4"
"331","DT_FcgR2a","IPV3_IgG3"
"332","DT_FcgR2a","DT_IgG1"
"333","TT_ADCD","PT_FcgR3b"
"334","TT_ADCD","IPV2_ADCD"
"335","TT_ADCD","PRN_IgG"
"336","TT_ADCD","IPV3_FcgR3b"
"337","TT_ADCD","ACT_IgG1"
"338","TT_ADCD","DT_ADCD"
"339","TT_ADCD","PRN_ADCD"
"340","TT_ADCD","TT_IgG1"
"341","TT_ADCD","TT_FcgR2a"
"342","TT_ADCD","ACT_ADCD"
"343","TT_ADCD","DT_IgG4"
"344","TT_ADCD","IPV3_IgG1"
"345","TT_ADCD","IPV1_IgG1"
"346","TT_ADCD","ACT_IgG3"
"347","TT_ADCD","PT_ADCD"
"348","IPV2_IgG4","FIM_IgG"
"349","IPV2_IgG4","TT_IgG4"
"350","IPV2_IgG4","IPV1_FcgR3b"
"351","IPV2_IgG4","FIM_ADCD"
"352","IPV2_IgG4","PRN_IgG"
"353","IPV2_IgG4","FIM_IgG1"
"354","IPV2_IgG4","FIM_FcgR3b"
"355","IPV2_IgG4","PT_IgG4"
"356","IPV2_IgG4","DT_IgG3"
"357","IPV2_IgG4","FIM_IgG3"
"358","IPV2_IgG4","IPV2_IgG1"
"359","IPV2_IgG4","FHA_IgG4"
"360","IPV2_IgG4","TT_IgG"
"361","IPV2_IgG4","DT_IgG4"
"362","IPV2_IgG4","IPV3_IgG4"
"363","IPV2_IgG4","IPV2_FcgR3b"
"364","IPV2_IgG4","IPV3_IgG1"
"365","IPV2_IgG4","PT_ADCP"
"366","IPV2_IgG4","IPV3_IgG3"
"367","IPV2_IgG4","IPV2_IgG3"
"368","IPV2_IgG4","PT_IgG"
"369","PT_FcgR3b","IPV2_ADCD"
"370","PT_FcgR3b","TT_IgG4"
"371","PT_FcgR3b","TT_IgG2"
"372","PT_FcgR3b","IPV1_FcgR3b"
"373","PT_FcgR3b","FHA_FcgR3b"
"374","PT_FcgR3b","TT_FcgR3b"
"375","PT_FcgR3b","PRN_IgG"
"376","PT_FcgR3b","IPV3_FcgR3b"
"377","PT_FcgR3b","PT_IgG2"
"378","PT_FcgR3b","ACT_FcgR3b"
"379","PT_FcgR3b","FIM_FcgR3b"
"380","PT_FcgR3b","DT_ADCD"
"381","PT_FcgR3b","PT_IgG4"
"382","PT_FcgR3b","PRN_IgG4"
"383","PT_FcgR3b","IPV2_FcgR2a"
"384","PT_FcgR3b","PRN_ADCD"
"385","PT_FcgR3b","IPV1_FcgR2a"
"386","PT_FcgR3b","TT_IgG1"
"387","PT_FcgR3b","DT_IgG3"
"388","PT_FcgR3b","FHA_IgG1"
"389","PT_FcgR3b","FHA_ADCD"
"390","PT_FcgR3b","TT_FcgR2a"
"391","PT_FcgR3b","PT_IgG1"
"392","PT_FcgR3b","PT_IgG3"
"393","PT_FcgR3b","FIM_IgG3"
"394","PT_FcgR3b","IPV2_IgG1"
"395","PT_FcgR3b","PRN_FcgR3b"
"396","PT_FcgR3b","FHA_IgG4"
"397","PT_FcgR3b","TT_ADCP"
"398","PT_FcgR3b","TT_IgG"
"399","PT_FcgR3b","PT_ADNP"
"400","PT_FcgR3b","IPV3_IgG4"
"401","PT_FcgR3b","FHA_IgG2"
"402","PT_FcgR3b","FHA_IgG3"
"403","PT_FcgR3b","IPV2_FcgR3b"
"404","PT_FcgR3b","IPV1_IgG1"
"405","PT_FcgR3b","PT_ADCP"
"406","PT_FcgR3b","DT_IgG1"
"407","PT_FcgR3b","PRN_ADCP"
"408","PT_FcgR3b","PT_IgG"
"409","PT_FcgR3b","PT_ADCD"
"410","IPV2_ADCD","PT_IgG2"
"411","IPV2_ADCD","IPV1_ADCD"
"412","IPV2_ADCD","FIM_FcgR3b"
"413","IPV2_ADCD","DT_ADCD"
"414","IPV2_ADCD","PRN_ADCD"
"415","IPV2_ADCD","FHA_ADCD"
"416","IPV2_ADCD","IPV2_IgG1"
"417","IPV2_ADCD","ACT_ADCD"
"418","IPV2_ADCD","IPV1_IgG1"
"419","IPV2_ADCD","PT_ADCD"
"420","FIM_IgG","TT_IgG4"
"421","FIM_IgG","PRN_IgG3"
"422","FIM_IgG","PRN_IgG"
"423","FIM_IgG","DT_ADCP"
"424","FIM_IgG","IPV3_FcgR3b"
"425","FIM_IgG","PT_IgG2"
"426","FIM_IgG","FIM_IgG1"
"427","FIM_IgG","FIM_FcgR3b"
"428","FIM_IgG","IPV1_FcgR2a"
"429","FIM_IgG","FHA_IgG1"
"430","FIM_IgG","FHA_ADCD"
"431","FIM_IgG","PT_IgG1"
"432","FIM_IgG","FIM_FcgR2a"
"433","FIM_IgG","FIM_IgG3"
"434","FIM_IgG","FIM_IgG2"
"435","FIM_IgG","TT_IgG"
"436","FIM_IgG","FHA_IgG2"
"437","FIM_IgG","FHA_IgG3"
"438","FIM_IgG","PRN_IgG2"
"439","FIM_IgG","IPV2_IgG3"
"440","FIM_IgG","PRN_ADCP"
"441","FIM_IgG","PT_IgG"
"442","FIM_IgG","PT_ADCD"
"443","TT_IgG4","TT_IgG2"
"444","TT_IgG4","IPV1_FcgR3b"
"445","TT_IgG4","FIM_ADCD"
"446","TT_IgG4","FHA_FcgR3b"
"447","TT_IgG4","TT_FcgR3b"
"448","TT_IgG4","PT_IgG2"
"449","TT_IgG4","ACT_FcgR3b"
"450","TT_IgG4","FIM_FcgR3b"
"451","TT_IgG4","DT_ADCD"
"452","TT_IgG4","PT_IgG4"
"453","TT_IgG4","PRN_IgG4"
"454","TT_IgG4","IPV2_FcgR2a"
"455","TT_IgG4","TT_IgG1"
"456","TT_IgG4","FHA_ADCD"
"457","TT_IgG4","DT_ADNP"
"458","TT_IgG4","PT_IgG1"
"459","TT_IgG4","FIM_FcgR2a"
"460","TT_IgG4","FIM_IgG3"
"461","TT_IgG4","ACT_IgG4"
"462","TT_IgG4","DT_IgG2"
"463","TT_IgG4","FHA_IgG4"
"464","TT_IgG4","FIM_IgG2"
"465","TT_IgG4","TT_ADCP"
"466","TT_IgG4","TT_IgG"
"467","TT_IgG4","ACT_ADCD"
"468","TT_IgG4","DT_IgG4"
"469","TT_IgG4","FHA_IgG3"
"470","TT_IgG4","IPV2_FcgR3b"
"471","TT_IgG4","IPV3_IgG1"
"472","TT_IgG4","ACT_IgG3"
"473","TT_IgG4","DT_IgG1"
"474","TT_IgG4","PT_IgG"
"475","FHA_FcgR2a","FHA_FcgR3b"
"476","FHA_FcgR2a","PRN_IgG3"
"477","FHA_FcgR2a","PRN_IgG"
"478","FHA_FcgR2a","ACT_IgG1"
"479","FHA_FcgR2a","FIM_IgG1"
"480","FHA_FcgR2a","ACT_FcgR3b"
"481","FHA_FcgR2a","FIM_FcgR3b"
"482","FHA_FcgR2a","IPV2_FcgR2a"
"483","FHA_FcgR2a","IPV1_FcgR2a"
"484","FHA_FcgR2a","TT_IgG1"
"485","FHA_FcgR2a","FHA_IgG1"
"486","FHA_FcgR2a","FHA_ADCD"
"487","FHA_FcgR2a","TT_FcgR2a"
"488","FHA_FcgR2a","FIM_FcgR2a"
"489","FHA_FcgR2a","PT_IgG3"
"490","FHA_FcgR2a","IPV2_IgG1"
"491","FHA_FcgR2a","PRN_FcgR3b"
"492","FHA_FcgR2a","FIM_IgG2"
"493","FHA_FcgR2a","ACT_IgG2"
"494","FHA_FcgR2a","PT_ADNP"
"495","FHA_FcgR2a","FHA_IgG2"
"496","FHA_FcgR2a","FHA_IgG3"
"497","FHA_FcgR2a","IPV2_FcgR3b"
"498","FHA_FcgR2a","IPV3_IgG1"
"499","FHA_FcgR2a","PT_ADCP"
"500","FHA_FcgR2a","PRN_IgG1"
"501","FHA_FcgR2a","ACT_IgG3"
"502","FHA_FcgR2a","PT_IgG"
"503","TT_IgG2","FIM_ADCD"
"504","TT_IgG2","IPV3_FcgR3b"
"505","TT_IgG2","PT_IgG2"
"506","TT_IgG2","ACT_IgG1"
"507","TT_IgG2","IPV1_ADCD"
"508","TT_IgG2","FIM_FcgR3b"
"509","TT_IgG2","PRN_ADCD"
"510","TT_IgG2","TT_IgG1"
"511","TT_IgG2","DT_IgG3"
"512","TT_IgG2","TT_FcgR2a"
"513","TT_IgG2","FIM_FcgR2a"
"514","TT_IgG2","FIM_IgG3"
"515","TT_IgG2","PRN_FcgR3b"
"516","TT_IgG2","DT_IgG2"
"517","TT_IgG2","FIM_IgG2"
"518","TT_IgG2","TT_ADCP"
"519","TT_IgG2","TT_IgG"
"520","TT_IgG2","DT_IgG4"
"521","TT_IgG2","FHA_IgG2"
"522","TT_IgG2","IPV3_IgG3"
"523","TT_IgG2","PRN_IgG2"
"524","TT_IgG2","ACT_IgG3"
"525","IPV1_FcgR3b","FHA_FcgR3b"
"526","IPV1_FcgR3b","TT_FcgR3b"
"527","IPV1_FcgR3b","PRN_IgG"
"528","IPV1_FcgR3b","IPV3_FcgR3b"
"529","IPV1_FcgR3b","FIM_FcgR3b"
"530","IPV1_FcgR3b","PRN_ADCD"
"531","IPV1_FcgR3b","IPV1_FcgR2a"
"532","IPV1_FcgR3b","DT_IgG3"
"533","IPV1_FcgR3b","TT_FcgR2a"
"534","IPV1_FcgR3b","PT_IgG1"
"535","IPV1_FcgR3b","FIM_FcgR2a"
"536","IPV1_FcgR3b","PRN_FcgR3b"
"537","IPV1_FcgR3b","FHA_IgG4"
"538","IPV1_FcgR3b","TT_ADCP"
"539","IPV1_FcgR3b","DT_IgG4"
"540","IPV1_FcgR3b","IPV3_IgG4"
"541","IPV1_FcgR3b","FHA_IgG3"
"542","IPV1_FcgR3b","IPV2_FcgR3b"
"543","IPV1_FcgR3b","IPV1_IgG1"
"544","IPV1_FcgR3b","PT_ADCP"
"545","IPV1_FcgR3b","PRN_IgG1"
"546","IPV1_FcgR3b","DT_IgG1"
"547","IPV1_FcgR3b","PRN_ADCP"
"548","IPV1_FcgR3b","PT_ADCD"
"549","FIM_ADCD","FHA_FcgR3b"
"550","FIM_ADCD","PT_IgG2"
"551","FIM_ADCD","FIM_IgG1"
"552","FIM_ADCD","IPV1_ADCD"
"553","FIM_ADCD","FIM_FcgR3b"
"554","FIM_ADCD","IPV2_FcgR2a"
"555","FIM_ADCD","PRN_ADCD"
"556","FIM_ADCD","IPV1_FcgR2a"
"557","FIM_ADCD","TT_IgG1"
"558","FIM_ADCD","FHA_ADCD"
"559","FIM_ADCD","FIM_FcgR2a"
"560","FIM_ADCD","FIM_IgG3"
"561","FIM_ADCD","PRN_FcgR3b"
"562","FIM_ADCD","FHA_IgG4"
"563","FIM_ADCD","FIM_IgG2"
"564","FIM_ADCD","ACT_ADCD"
"565","FIM_ADCD","FHA_IgG2"
"566","FIM_ADCD","IPV2_FcgR3b"
"567","FIM_ADCD","ACT_IgG3"
"568","FIM_ADCD","IPV2_IgG3"
"569","FIM_ADCD","PT_ADCD"
"570","FHA_FcgR3b","TT_FcgR3b"
"571","FHA_FcgR3b","PRN_IgG"
"572","FHA_FcgR3b","IPV3_FcgR3b"
"573","FHA_FcgR3b","PT_IgG2"
"574","FHA_FcgR3b","FIM_IgG1"
"575","FHA_FcgR3b","ACT_FcgR3b"
"576","FHA_FcgR3b","FIM_FcgR3b"
"577","FHA_FcgR3b","PT_IgG4"
"578","FHA_FcgR3b","IPV2_FcgR2a"
"579","FHA_FcgR3b","FHA_IgG1"
"580","FHA_FcgR3b","FHA_ADCD"
"581","FHA_FcgR3b","TT_FcgR2a"
"582","FHA_FcgR3b","PT_IgG1"
"583","FHA_FcgR3b","PT_IgG3"
"584","FHA_FcgR3b","IPV2_IgG1"
"585","FHA_FcgR3b","PRN_FcgR3b"
"586","FHA_FcgR3b","FHA_IgG4"
"587","FHA_FcgR3b","TT_IgG"
"588","FHA_FcgR3b","DT_IgG4"
"589","FHA_FcgR3b","FHA_IgG2"
"590","FHA_FcgR3b","FHA_IgG3"
"591","FHA_FcgR3b","IPV2_FcgR3b"
"592","FHA_FcgR3b","IPV1_IgG1"
"593","FHA_FcgR3b","IPV3_IgG3"
"594","FHA_FcgR3b","DT_IgG1"
"595","FHA_FcgR3b","PT_IgG"
"596","FHA_FcgR3b","PT_ADCD"
"597","TT_FcgR3b","DT_ADCP"
"598","TT_FcgR3b","IPV3_FcgR3b"
"599","TT_FcgR3b","PT_IgG2"
"600","TT_FcgR3b","FIM_IgG1"
"601","TT_FcgR3b","FIM_FcgR3b"
"602","TT_FcgR3b","DT_ADCD"
"603","TT_FcgR3b","IPV2_FcgR2a"
"604","TT_FcgR3b","PRN_ADCD"
"605","TT_FcgR3b","TT_IgG1"
"606","TT_FcgR3b","DT_IgG3"
"607","TT_FcgR3b","FHA_IgG1"
