"","V1","V2"
"135","TT_ADNP","FHA_IgG4"
"136","TT_ADNP","TT_ADCP"
"137","TT_ADNP","PT_ADNP"
"138","TT_ADNP","IPV2_FcgR3b"
"139","TT_ADNP","IPV1_IgG1"
"140","TT_ADNP","PRN_ADCP"
"141","TT_ADNP","PT_IgG"
"142","TT_ADNP","PT_ADCD"
"143","FHA_IgG","PRN_FcgR2a"
"144","FHA_IgG","PT_FcgR2a"
"145","FHA_IgG","DT_FcgR2a"
"146","FHA_IgG","TT_ADCD"
"147","FHA_IgG","IPV2_IgG4"
"148","FHA_IgG","PT_FcgR3b"
"149","FHA_IgG","IPV2_ADCD"
"150","FHA_IgG","FHA_FcgR2a"
"151","FHA_IgG","TT_IgG2"
"152","FHA_IgG","FIM_ADCD"
"153","FHA_IgG","FHA_FcgR3b"
"154","FHA_IgG","TT_FcgR3b"
"155","FHA_IgG","PRN_IgG3"
"156","FHA_IgG","PRN_IgG"
"157","FHA_IgG","FIM_IgG1"
"158","FHA_IgG","ACT_FcgR3b"
"159","FHA_IgG","FIM_FcgR3b"
"160","FHA_IgG","PT_IgG4"
"161","FHA_IgG","PRN_IgG4"
"162","FHA_IgG","TT_IgG1"
"163","FHA_IgG","FHA_IgG1"
"164","FHA_IgG","FHA_ADCD"
"165","FHA_IgG","TT_FcgR2a"
"166","FHA_IgG","PT_IgG1"
"167","FHA_IgG","PT_IgG3"
"168","FHA_IgG","FIM_IgG3"
"169","FHA_IgG","FHA_IgG4"
"170","FHA_IgG","TT_IgG"
"171","FHA_IgG","ACT_IgG2"
"172","FHA_IgG","ACT_ADCD"
"173","FHA_IgG","DT_IgG4"
"174","FHA_IgG","PT_ADNP"
"175","FHA_IgG","FHA_IgG2"
"176","FHA_IgG","FHA_IgG3"
"177","FHA_IgG","IPV1_IgG1"
"178","FHA_IgG","IPV3_IgG3"
"179","FHA_IgG","PRN_IgG1"
"180","FHA_IgG","PT_IgG"
"181","PRN_FcgR2a","PT_FcgR2a"
"182","PRN_FcgR2a","DT_FcgR3b"
"183","PRN_FcgR2a","DT_FcgR2a"
"184","PRN_FcgR2a","TT_IgG4"
"185","PRN_FcgR2a","FHA_FcgR2a"
"186","PRN_FcgR2a","FHA_FcgR3b"
"187","PRN_FcgR2a","PRN_IgG3"
"188","PRN_FcgR2a","PRN_IgG"
"189","PRN_FcgR2a","ACT_IgG1"
"190","PRN_FcgR2a","ACT_FcgR3b"
"191","PRN_FcgR2a","FIM_FcgR3b"
"192","PRN_FcgR2a","PT_IgG4"
